sci_name,class_name,family_name,order_name,biome_freshwater,biome_marine,biome_terrestrial,category,legend,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Avian_EAAA,Districts,FW_EAAA,Terrestrial_EAAA,Sensitivity_Score_TL,Sensitivity_Score_WF,aoo_km2,eoo_km2
Pnoepyga albiventer,AVES,PNOEPYGIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Scaly-breasted Cupwing,Altitudinal Migrant,590345.7,,,0.010379596,0.145209947,,,,,,
Pnoepyga pusilla,AVES,PNOEPYGIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Pygmy Cupwing,Altitudinal Migrant,3702232.424,,,0.060418455,0.331809963,0.017040068,0.007244042,,,,
Podiceps cristatus,AVES,PODICIPEDIDAE,PODICIPEDIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Great Crested Grebe,Full Migrant,35924555.57,,,0.00622647,0.034194928,0.001756077,0.00074654,10,10,,
Polymesoda expansa,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,LC,Presence Uncertain,,Marsh Clam,,4919129.823,,,0.0454721,0.249726608,0.012824685,0.005452006,,,,
Polynemus paradiseus,ACTINOPTERYGII,POLYNEMIDAE,PERCIFORMES,TRUE,TRUE,FALSE,LC,Extant (resident),,,,1152173.974,,,,0.126815957,,,,,,
Polypedates himalayensis,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Himalayan Tree Frog,Not a Migrant,203329.1522,,,0.94319625,5.853224528,0.275453527,0.123452711,,,,
Polypedates himalayensis,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Himalayan Tree Frog,Not a Migrant,203329.1522,,,0.156907495,,0.034813306,0.008447348,,,,
Polypedates leucomystax,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Java Whipping Frog,Not a Migrant,3820009.633,,,0.058555654,0.321579713,0.016514694,0.007020696,,,,
Polypedates teraiensis,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Terai Tree Frog,Not a Migrant,588324.9451,,,0.380203429,2.088025696,0.107230354,0.045585569,,,,
Polyplectron bicalcaratum,AVES,PHASIANIDAE,GALLIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Grey Peacock-pheasant,Not a Migrant,1100735.957,,,0.136011743,1.051466492,0.042699348,0.019224287,10,10,,
Pomacea lineata,GASTROPODA,AMPULLARIIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,8593180.091,,,0.02267585,0.140513246,0.00649422,0.00294418,,,,
Pomacea lineata,GASTROPODA,AMPULLARIIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,LC,Presence Uncertain,,,,8593180.091,,,0.003354462,0.002441701,0.000847218,0.000176798,,,,
Pomatorhinus ochraceiceps,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Red-billed Scimitar-babbler,Not a Migrant,665861.7905,,,0.335930316,1.844883759,0.094743824,0.040277318,,,,
Pomatorhinus phayrei,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Brown-crowned Scimitar-babbler,Not a Migrant,616140.6593,,,0.363039118,1.986733664,0.102389432,0.043527605,,,,
Pomatorhinus ruficollis,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Streak-breasted Scimitar-babbler,Not a Migrant,2717295.884,,,,0.073130942,,,,,,
Pomatorhinus schisticeps,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-browed Scimitar-babbler,Not a Migrant,1229013.153,,,0.020845033,0.392082456,,,,,,
Pomatorhinus superciliaris,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Slender-billed Scimitar-babbler,Not a Migrant,667468.935,,,0.335121457,1.65504323,0.094515698,0.040180338,,,,
Poropuntius burtoni,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,866090.4799,,,,0.00015406,,,,,,677927
Porphyrio porphyrio,AVES,RALLIDAE,GRUIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Purple Swamphen,Not a Migrant,18780440.86,,,0.011910432,0.065410477,0.003359149,0.001428035,10,10,,
Potamiscus annandalii,MALACOSTRACA,POTAMIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Extant (resident),,,,1636.237668,33.21211374,34.81476679,,12.0829785,,,,,,
Potamiscus decourcyi,MALACOSTRACA,POTAMIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,65500.42032,297.3164015,322.0630999,3.414988189,10.12721058,0.963143316,0.409449697,,,,
Potamiscus tumidulum,MALACOSTRACA,POTAMIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,1170036.087,,,0.191176293,1.049914286,0.053918245,0.022921624,,,,
Potamogeton alpinus,LILIOPSIDA,POTAMOGETONACEAE,ALISMATALES,TRUE,FALSE,TRUE,LC,Extant (resident),,Red Pondweed,,37770469.83,,,0.00592217,0.032521784,0.001670254,0.000710055,,,,
Potamogeton nodosus,LILIOPSIDA,POTAMOGETONACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Loddon Pondweed,,61493039.9,,,0.003637536,0.019976856,0.001025909,0.000436133,,,,
Potamogeton octandrus,LILIOPSIDA,POTAMOGETONACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,35573927.79,,,0.00628784,0.034531964,0.001773386,0.000753898,,,,
Potamogeton pusillus,LILIOPSIDA,POTAMOGETONACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Extant (resident),,Lesser Pondweed,,83036843.66,,,0.002693782,0.014707264,0.000759739,0.000322979,,,,
Potamogeton wrightii,LILIOPSIDA,POTAMOGETONACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,,46992088.07,,,0.004760018,0.026141371,0.001342488,0.000570716,,,,
Prinia crinigera,AVES,CISTICOLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Striated Prinia,Altitudinal Migrant,2853913.071,,,0.055288529,0.24375601,0.018319044,0.009397317,,,,
Prinia flaviventris,AVES,CISTICOLIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Yellow-bellied Prinia,Not a Migrant,4060029.964,,,0.055093968,0.302568605,0.015538381,0.006605648,,,,
Prinia gracilis,AVES,CISTICOLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Graceful Prinia,Not a Migrant,4051094.057,,,0.023548194,0.168799878,0.005678048,0.00121131,,,,
Prinia hodgsonii,AVES,CISTICOLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Grey-breasted Prinia,Altitudinal Migrant,4703859.435,,,0.047553114,0.261155253,0.013411602,0.005701515,,,,
Prinia inornata,AVES,CISTICOLIDAE,PASSERIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Plain Prinia,Altitudinal Migrant,7437596.823,,,0.030074655,0.165165931,0.00848208,0.003605886,,,,
Prinia khasiana,AVES,CISTICOLIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Rufous-crowned Prinia,Altitudinal Migrant,122475.455,412.3887901,685.5119011,0.749612483,4.943549004,0.183962272,0.0872103,,,,
Prinia rufescens,AVES,CISTICOLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufescent Prinia,Not a Migrant,2225220.265,,,0.064579042,0.491189835,0.019872176,0.00983909,,,,
Prinia socialis,AVES,CISTICOLIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Ashy Prinia,Not a Migrant,2771848.764,,,,0.022399733,,,,,,
Prionailurus bengalensis,MAMMALIA,FELIDAE,CARNIVORA,FALSE,FALSE,TRUE,LC,Extant (resident),,Mainland Leopard Cat,Not a Migrant,8509405.957,,,0.026286578,0.144362322,0.007413713,0.003151704,,,,
Prionodon pardicolor,MAMMALIA,PRIONODONTIDAE,CARNIVORA,FALSE,FALSE,TRUE,LC,Extant (resident),,Spotted Linsang,Not a Migrant,2352727.615,,,0.012926853,0.164729162,,,,,,
Prodasineura autumnalis,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Black Threadtail,,3762073.16,,,0.023518192,0.267609973,0.005060078,0.002867625,,,,
Protobothrops jerdonii,REPTILIA,VIPERIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,1544338.742,,,0.144840737,0.795445694,0.040850035,0.017366091,,,,
Protobothrops mucrosquamatus,REPTILIA,VIPERIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,2556614.175,,,0.087491951,0.480493934,0.024675719,0.010490096,,,,
Protosticta fraseri,INSECTA,PLATYSTICTIDAE,ODONATA,TRUE,FALSE,TRUE,DD,Extant (seasonality uncertain),,,,4006.603176,38.85101495,83.41597878,20.58096873,80.0039627,4.751252353,2.692608481,,,,
Protosticta himalaiaca,INSECTA,PLATYSTICTIDAE,ODONATA,TRUE,FALSE,TRUE,NT,Extant (resident),D2,,,12152.37847,202.8886761,605.7241744,0.484314159,,,,,,,
Prunus bifrons,MAGNOLIOPSIDA,ROSACEAE,ROSALES,FALSE,FALSE,TRUE,DD,Extant (resident),,,,5031618.743,,,0.044455507,0.244143618,0.012537971,0.005330119,,,,
Psammodynastes pulverulentus,REPTILIA,PSEUDASPIDIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Mock Viper,,5840081.519,,,0.038301377,0.210345968,0.010802296,0.004592252,,,,
Psarisomus dalhousiae,AVES,EURYLAIMIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Long-tailed Broadbill,Not a Migrant,1325219.383,,,0.026941499,0.409698734,0.000508722,,,,,
Pseudagrion microcephalum ssp. microcephalum,INSECTA,COENAGRIONIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,18965297.28,,,0.01179434,0.064772916,0.003326407,0.001414116,,,,
Pseudagrion rubriceps,INSECTA,COENAGRIONIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,3933530.313,,,0.056865753,0.312299005,0.016038085,0.006818081,,,,
Pseudapocryptes elongatus,ACTINOPTERYGII,GOBIIDAE,GOBIIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,Full Migrant,17457474.76,,,0.012813031,0.070367428,0.003613712,0.001536255,,,,17335979
Pseudocalotes microlepis,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Burmese False Bloodsucker,,726516.7097,,,,0.02581036,,,,,,
Pseudocopera ciliata,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,4091807.17,,,0.054666105,0.30021884,0.015417709,0.006554348,,,,
Pseudolaguvia muricata,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,91656.02837,236.3597607,574.6913008,,0.078476132,,,,,,
Pseudolaguvia virgulata,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,16165.55341,130.3965622,190.8131998,,0.004612297,,,,,,
Pseudosphromenus cupanus,ACTINOPTERYGII,OSPHRONEMIDAE,PERCIFORMES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Spiketail Paradise Fish,Unknown,609715.9157,,,,0.011919274,,,,,,
Pseudoxenodon macrops,REPTILIA,PSEUDOXENODONTIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Large-eyed False Cobra,,3499098.165,,,0.063925946,0.351072632,0.0180293,0.007664583,,,,
Psilopogon asiaticus,AVES,MEGALAIMIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Blue-throated Barbet,Not a Migrant,2001133.707,,,0.111778219,0.613870827,0.031525276,0.013401967,,10,,
Psilopogon cyanotis,AVES,MEGALAIMIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Blue-eared Barbet,Not a Migrant,1499387.842,,,0.14918299,0.819287869,0.042074699,0.017886718,,10,,
Psilopogon franklinii,AVES,MEGALAIMIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Golden-throated Barbet,Not a Migrant,751424.8475,,,0.042137025,0.53404149,0.001140029,,,10,,
Psilopogon haemacephalus,AVES,MEGALAIMIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Coppersmith Barbet,Not a Migrant,6005151.437,,,0.037248546,0.204563967,0.010505362,0.00446602,,10,,
Psilopogon lineatus,AVES,MEGALAIMIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Lineated Barbet,Not a Migrant,1977126.964,,,0.113135457,0.621324591,0.031908063,0.013564697,,10,,
Psilopogon virens,AVES,MEGALAIMIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Great Barbet,Altitudinal Migrant,3270523.218,,,0.068393693,0.371889404,0.019289358,0.008200256,,10,,
Psilorhynchus gracilis,ACTINOPTERYGII,PSILORHYNCHIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,Rainbow minnow,Altitudinal Migrant,473125.2361,,,0.472777913,2.596432212,0.13333952,0.056685049,,,3000-6000,325000
Psilorhynchus homaloptera,ACTINOPTERYGII,PSILORHYNCHIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Homaloptera minnow,,15926.10454,279.6272237,735.0105744,,2.975458658,,,,,,137154
Psilorhynchus sucatio,ACTINOPTERYGII,PSILORHYNCHIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,River stone carp,Altitudinal Migrant,263060.6463,765.1817623,1144.406072,0.045247948,0.311694472,,,,,2000-4000,84000
Psittacula alexandri,AVES,PSITTACIDAE,PSITTACIFORMES,FALSE,FALSE,TRUE,NT,Extant (resident),A2cd+3cd+4cd,Red-breasted Parakeet,Not a Migrant,2615599.488,,,0.085518889,0.469658145,0.024119248,0.01025353,20,20,,
Pterocryptis barakensis,ACTINOPTERYGII,SILURIDAE,SILURIFORMES,TRUE,FALSE,FALSE,EN,Extant (resident),"B2ab(i,ii,iii)",,,4198.857805,36.09964266,137.1073931,,0.031777637,,,,,250-300,2000-2100
Pterocryptis gangelica,ACTINOPTERYGII,SILURIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,107382.4964,295.480968,622.9675128,,0.763574623,,,,,,
Pteropus medius,MAMMALIA,PTEROPODIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Indian Flying Fox,Unknown,4021279.487,,,0.055624873,0.305484264,0.015688114,0.006669302,,,,
Pterorana khare,AMPHIBIA,RANIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Khare's Frog,Not a Migrant,24494.27182,,,0.006005943,,,,,,,202007.4
Pterorhinus caerulatus,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Grey-sided Laughingthrush,Not a Migrant,220652.0586,,,0.005056794,0.799670073,,,,,,
Pterorhinus galbanus,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Yellow-throated Laughingthrush,Not a Migrant,53429.21567,,,,1.789695602,,,,,,
Pterorhinus gularis,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous-vented Laughingthrush,Not a Migrant,309015.9676,,,0.085802153,1.80618259,,,,,,
Pterorhinus pectoralis,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater Necklaced Laughingthrush,Not a Migrant,2179793.506,,,0.102616675,0.482826586,0.028941407,0.012303517,,,,
Pterorhinus ruficollis,AVES,LEIOTRICHIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Rufous-necked Laughingthrush,Not a Migrant,297589.0927,655.3567036,1506.885345,0.603309885,2.424808377,0.205949678,0.090121338,,,,
Pterorhinus sannio,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-browed Laughingthrush,Not a Migrant,2039628.738,,,0.001275957,0.032097924,,,,,,
Pteruthius aeralatus,AVES,VIREONIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-browed Shrike-babbler,Altitudinal Migrant,3414426.204,,,0.065511201,0.35798816,0.018476396,0.007854651,,,,
Pteruthius melanotis,AVES,VIREONIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Black-eared Shrike-babbler,Not a Migrant,844863.1672,,,,0.398181663,,,,,,
Ptyas korros,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,NT,Extant (resident),A2d,Javan Rat Snake,,4198586.234,,,0.053275829,0.29258363,0.015025603,0.006387657,,,,
Ptyas mucosa,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,8249913.012,,,0.027113396,0.148903098,0.007646904,0.003250838,,,,
Ptyas nigromarginata,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Green Rat Snake,,685429.4532,,,0.320600291,0.957652256,0.092039074,0.03912748,,,,
Ptyctolaemus gularis,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Green Fan-throated Lizard,,220871.4687,,,0.874881414,3.339769198,0.255170193,0.115362632,,,,
Pycnonotus cafer,AVES,PYCNONOTIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Red-vented Bulbul,Not a Migrant,4261434.172,,,0.052490113,0.288268586,0.014804005,0.006293451,,,,
Pycnonotus flavescens,AVES,PYCNONOTIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Flavescent Bulbul,Altitudinal Migrant,921532.5631,,,0.242729526,1.211034301,0.068458017,0.029102745,,,,
Pycnonotus jocosus,AVES,PYCNONOTIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Red-whiskered Bulbul,Not a Migrant,5283879.168,,,0.042333133,0.23248783,0.01193939,0.005075651,,,,
Pyrrhula nipalensis,AVES,FRINGILLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Brown Bullfinch,Not a Migrant,2211375.823,,,0.009146111,,,,,,,
Python bivittatus,REPTILIA,PYTHONIDAE,SQUAMATA,FALSE,FALSE,TRUE,VU,Extant (resident),A2acd,Burmese Python,,3165263.511,,,0.070668101,0.364641556,0.019930818,0.008472952,,,,
Radix auricularia,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Extant (resident),,,Not a Migrant,58789408.95,,,,0.000936293,,,,,,
Raiamas guttatus,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,1088787.87,,,,0.000122549,,,,,,2987999
Rallina eurizonoides,AVES,RALLIDAE,GRUIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Slaty-legged Crake,Full Migrant,3033608.25,,,0.073735019,0.213834578,0.020795794,0.008840669,10,10,,
Rallus indicus,AVES,RALLIDAE,GRUIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Eastern Water Rail,Full Migrant,6209480.078,,,0.032680307,0.106600363,0.010159674,0.004319062,10,10,,
Ranalisma rostrata,LILIOPSIDA,ALISMATACEAE,ALISMATALES,TRUE,FALSE,TRUE,DD,Possibly Extant (resident),,Mui vang,,4900258.847,,,0.045647213,0.250688309,0.012874073,0.005473002,,,,
Raorchestes parvulus,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Presence Uncertain,,Karin Bubble-nest Frog,Not a Migrant,1359840.362,,,0.12522103,0.879231214,0.039905245,0.018637613,,,,3398701
Rasbora daniconius,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Slender Barb,Full Migrant,7681802.947,,,0.029118576,0.159915271,0.008212433,0.003491254,,,,7137881
Rasbora microcephalus,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,Unknown,3206602.519,,,0.069757059,0.383096313,0.019673873,0.008363721,,,,
Rattus andamanensis,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Indochinese Forest Rat,,1751920.934,,,0.1276788,0.70119466,0.036009783,0.015308412,,,,5139569
Rattus nitidus,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,3679955.018,,,0.060784211,0.234116137,0.017143224,0.007287895,,,,7141272
Rattus rattus,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant & Introduced (resident),,House Rat,,28423950.42,,,0.007869531,0.043218398,0.002219477,0.00094354,,,,92829074
Rattus tanezumi,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Oriental House Rat,,9438855.163,,,0.023698124,0.130146886,0.00668368,0.002841354,,,,14669120
Ratufa bicolor,MAMMALIA,SCIURIDAE,RODENTIA,FALSE,FALSE,TRUE,NT,Extant (resident),,Black Giant Squirrel,,2571304.123,,,0.086992106,0.429051967,0.024534745,0.010430165,,,,
Recurvirostra avosetta,AVES,RECURVIROSTRIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Pied Avocet,Full Migrant,33550972.03,,,,0.008499009,,,10,10,,
Rhabdophis himalayanus,REPTILIA,NATRICIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Himalayan Keelback,,894294.8732,,,0.25012238,1.373638204,0.070543055,0.029989132,,,,
Rhabdophis plumbicolor,REPTILIA,NATRICIDAE,SQUAMATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Green Keelback,,2945034.777,,,0.075952639,0.417121595,0.021421238,0.009106557,,,,
Rhabdophis subminiatus,REPTILIA,NATRICIDAE,SQUAMATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Red-necked Keelback,,5416245.641,,,0.041298563,0.22680611,0.011647605,0.004951608,,,,
Rhacophorus bipunctatus,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Himalaya Flying Frog,Not a Migrant,555011.8009,,,0.403024154,2.213354024,0.113666578,0.048321724,,,,
Rhinoceros unicornis,MAMMALIA,RHINOCEROTIDAE,PERISSODACTYLA,TRUE,FALSE,TRUE,VU,Extant (resident),B2ab(iii),Greater One-horned Rhino,Not a Migrant,553866.3005,,,0.346255503,2.217931082,0.101121377,0.045320551,,,1959,1286037
Rhinolophus affinis,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Intermediate Horseshoe Bat,,5534663.904,,,0.040414949,0.221953424,0.011398396,0.004845665,,5,,
Rhinolophus ferrumequinum,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater Horseshoe Bat,,9768110.596,,,0.021331559,0.044227077,0.006458392,0.00274558,,5,,31424082
Rhinolophus lepidus,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Blyth's Horseshoe Bat,,3526223.425,,,0.0634342,0.348372027,0.017890611,0.007605623,,5,,
Rhinolophus luctus,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,5686527.97,,,0.039040497,0.153896841,0.011093991,0.004716257,,5,,
Rhinolophus macrotis,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Big-eared Horseshoe Bat,,2416115.477,,,0.092579665,0.508434971,0.026110628,0.011100102,,5,,
Rhinolophus pusillus,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Least Horseshoe Bat,,3600197.867,,,0.062130797,0.305606559,0.017523007,0.007449348,,5,,
Rhinolophus rouxii,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous Horseshoe Bat,,825616.9008,,,0.270928516,1.084870036,0.076411096,0.032483743,,5,,
Rhinolophus shortridgei,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,DD,Extant (resident),,Shortridge's Horseshoe Bat,,339100.7128,,,0.011202649,,,,,10,,
Rhinolophus subbadius,MAMMALIA,RHINOLOPHIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Little Nepalese Horseshoe Bat,,76570.66295,,,,0.023058638,,,,5,"<2,000",">20,000"
Rhipidura albicollis,AVES,RHIPIDURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,White-throated Fantail,Altitudinal Migrant,4756824.342,,,,0.039111148,,,,,,
Rhipidura albicollis,AVES,RHIPIDURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-throated Fantail,Altitudinal Migrant,4756824.342,,,0.047023633,0.21913627,0.013262271,0.005638032,,,,
Rhizomys pruinosus,MAMMALIA,SPALACIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,2370646.583,,,0.0060584,0.212517226,,,,,,7355147
Rhodothemis rufa,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,7640874.177,,,0.029274551,0.160771866,0.008256423,0.003509955,,,,
Rhyothemis variegata,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,5288411,,,0.042296857,0.232288603,0.011929158,0.005071302,,,300000,500000
Rhyticeros undulatus,AVES,BUCEROTIDAE,BUCEROTIFORMES,FALSE,FALSE,TRUE,VU,Extant (resident),A3cd+4cd,Wreathed Hornbill,Not a Migrant,3244255.386,,,0.068947458,0.378650093,0.019445538,0.008266651,45,45,,
Riparia chinensis,AVES,HIRUNDINIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Asian Plain Martin,Full Migrant,3792397.967,,,0.058981985,0.323921069,0.016634935,0.007071812,,,,
Riparia riparia,AVES,HIRUNDINIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Collared Sand Martin,Full Migrant,71929472.95,,,0.003109757,0.017078362,0.000877058,0.000372853,,,,
Rohanixalus senapatiensis,AMPHIBIA,RHACOPHORIDAE,ANURA,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Senapti's Tree Frog,Not a Migrant,31111.79136,,,,8.048586723,,,,,,
